pathogen	drug_group	state_id	proportion_nonsusceptible
K. pneumoniae	quinolone	stateSNB	0.051261
K. pneumoniae	quinolone	stateSTP	0.023058
K. pneumoniae	quinolone	stateTGK	0.041107
K. pneumoniae	quinolone	stateTMR	0.024669
K. pneumoniae	quinolone	stateTOE	0.016444
K. pneumoniae	quinolone	stateUEQ	0.09
K. pneumoniae	quinolone	stateUMX	0.083326
K. pneumoniae	quinolone	stateVIE	0.02665
K. pneumoniae	quinolone	stateVUS	0.02
K. pneumoniae	quinolone	stateWFM	0.03
K. pneumoniae	quinolone	stateWPV	0.128464
K. pneumoniae	quinolone	stateXYX	0.044855
K. pneumoniae	quinolone	stateYJD	0.01
K. pneumoniae	quinolone	stateYUW	0.036435
K. pneumoniae	quinolone	stateYVE	0.073623
K. pneumoniae	quinolone	stateZWS	0.09933
K. pneumoniae	tmpsmx	stateBFU	0.090936
K. pneumoniae	tmpsmx	stateCCZ	0.093553
K. pneumoniae	tmpsmx	stateCUX	0.110676
K. pneumoniae	tmpsmx	stateCWD	0.072121
K. pneumoniae	tmpsmx	stateCYL	0.092066
K. pneumoniae	tmpsmx	stateELN	0.105886
K. pneumoniae	tmpsmx	stateEPB	0.162996
K. pneumoniae	tmpsmx	stateERZ	0.1
K. pneumoniae	tmpsmx	stateEVG	0.101855
K. pneumoniae	tmpsmx	stateGKW	0.064446
K. pneumoniae	tmpsmx	stateHMP	0.16
K. pneumoniae	tmpsmx	stateHQX	0.072306
K. pneumoniae	tmpsmx	stateIJE	0.104976
K. pneumoniae	tmpsmx	stateIWK	0.174269
K. pneumoniae	tmpsmx	stateJBF	0.062004
K. pneumoniae	tmpsmx	stateKFE	0.096874
K. pneumoniae	tmpsmx	stateLJC	0.13211
K. pneumoniae	tmpsmx	stateLMH	0.04214
K. pneumoniae	tmpsmx	stateLWR	0.137488
K. pneumoniae	tmpsmx	stateMMO	0.109704
K. pneumoniae	tmpsmx	stateNWF	0.183738
K. pneumoniae	tmpsmx	stateOUP	0.090511
K. pneumoniae	tmpsmx	statePIO	0.086358
K. pneumoniae	tmpsmx	statePJJ	0.091249
K. pneumoniae	tmpsmx	stateQES	0.28
K. pneumoniae	tmpsmx	stateRHV	0.087756
K. pneumoniae	tmpsmx	stateSHP	0.094196
K. pneumoniae	tmpsmx	stateSLZ	0.10437
K. pneumoniae	tmpsmx	stateSNB	0.114065
K. pneumoniae	tmpsmx	stateSTP	0.054639
K. pneumoniae	tmpsmx	stateTGK	0.067826
K. pneumoniae	tmpsmx	stateTMR	0.080413
K. pneumoniae	tmpsmx	stateTOE	0.066125
K. pneumoniae	tmpsmx	stateUEQ	0.11
K. pneumoniae	tmpsmx	stateUMX	0.144154
K. pneumoniae	tmpsmx	stateVIE	0.063042
K. pneumoniae	tmpsmx	stateVUS	0.056829
K. pneumoniae	tmpsmx	stateWFM	0.07
K. pneumoniae	tmpsmx	stateWPV	0.166816
K. pneumoniae	tmpsmx	stateXYX	0.106758
K. pneumoniae	tmpsmx	stateYJD	0.05
K. pneumoniae	tmpsmx	stateYUW	0.09473
K. pneumoniae	tmpsmx	stateYVE	0.118092
K. pneumoniae	tmpsmx	stateZWS	0.126803
Morganella	beta_lactam	stateCCZ	0.623562
Morganella	beta_lactam	stateCUX	0.39
Morganella	beta_lactam	stateCWD	0.636667
Morganella	beta_lactam	stateCYL	0.03589
Morganella	beta_lactam	stateEPB	0.702849
Morganella	beta_lactam	stateERZ	0.582296
Morganella	beta_lactam	stateEVG	0.466552
Morganella	beta_lactam	stateGKW	0.625791
Morganella	beta_lactam	stateIJE	0.535305
Morganella	beta_lactam	stateIWK	0.517826
Morganella	beta_lactam	stateJBF	0
Morganella	beta_lactam	stateKFE	0.745989
Morganella	beta_lactam	stateLJC	0.556326
Morganella	beta_lactam	stateLWR	0.5
Morganella	beta_lactam	stateMMO	0.332274
Morganella	beta_lactam	stateNWF	0
Morganella	beta_lactam	stateOUP	0.313506
Morganella	beta_lactam	statePIO	0.291594
Morganella	beta_lactam	stateRHV	0.465
Morganella	beta_lactam	stateSHP	0.390357
Morganella	beta_lactam	stateSLZ	0.53
Morganella	beta_lactam	stateSNB	0.151423
Morganella	beta_lactam	stateTMR	0.384635
Morganella	beta_lactam	stateTOE	0.07
Morganella	beta_lactam	stateUEQ	0.04
Morganella	beta_lactam	stateUMX	0.596955
Morganella	beta_lactam	stateVIE	0.43143
Morganella	beta_lactam	stateVUS	0.47
Morganella	beta_lactam	stateWPV	0.532409
Morganella	beta_lactam	stateXYX	0.69747
Morganella	beta_lactam	stateYJD	0.66
Morganella	beta_lactam	stateYUW	0.006395
Morganella	beta_lactam	stateYVE	0.27575
Morganella	beta_lactam	stateZWS	0.670306
P. aeruginosa	beta_lactam	stateBFU	0.034292
P. aeruginosa	beta_lactam	stateCCZ	0.294034
P. aeruginosa	beta_lactam	stateCUX	0.082357
P. aeruginosa	beta_lactam	stateCWD	0.06252
P. aeruginosa	beta_lactam	stateCYL	0.517152
P. aeruginosa	beta_lactam	stateELN	0.033564
P. aeruginosa	beta_lactam	stateEPB	0.131824
P. aeruginosa	beta_lactam	stateERZ	0.054497
P. aeruginosa	beta_lactam	stateEVG	0.113794
P. aeruginosa	beta_lactam	stateGKW	0.009304
P. aeruginosa	beta_lactam	stateHMP	0.18
P. aeruginosa	beta_lactam	stateHQX	0.088293
P. aeruginosa	beta_lactam	stateIJE	0.337013
P. aeruginosa	beta_lactam	stateIWK	0.178079
P. aeruginosa	beta_lactam	stateJBF	0.143577
P. aeruginosa	beta_lactam	stateKFE	0.056566
P. aeruginosa	beta_lactam	stateLJC	0.072778
P. aeruginosa	beta_lactam	stateLMH	0.027076
P. aeruginosa	beta_lactam	stateLWR	0.065049
P. aeruginosa	beta_lactam	stateMMO	0.072756
P. aeruginosa	beta_lactam	stateNWF	0.331042
P. aeruginosa	beta_lactam	stateOUP	0.176679
P. aeruginosa	beta_lactam	statePIO	0.076495
P. aeruginosa	beta_lactam	statePJJ	0.065202
P. aeruginosa	beta_lactam	stateQES	0
P. aeruginosa	beta_lactam	stateRHV	0.132997
P. aeruginosa	beta_lactam	stateSHP	0.07728
P. aeruginosa	beta_lactam	stateSLZ	0.082762
P. aeruginosa	beta_lactam	stateSNB	0.161789
P. aeruginosa	beta_lactam	stateSTP	0.074639
P. aeruginosa	beta_lactam	stateTGK	0.064833
P. aeruginosa	beta_lactam	stateTMR	0.122044
P. aeruginosa	beta_lactam	stateTOE	0.048205
P. aeruginosa	beta_lactam	stateUEQ	0.11
P. aeruginosa	beta_lactam	stateUMX	0.174026
P. aeruginosa	beta_lactam	stateVIE	0.078286
P. aeruginosa	beta_lactam	stateVUS	0.153758
P. aeruginosa	beta_lactam	stateWFM	0.02
P. aeruginosa	beta_lactam	stateWPV	0.133369
P. aeruginosa	beta_lactam	stateXYX	0.294884
P. aeruginosa	beta_lactam	stateYJD	0.13
P. aeruginosa	beta_lactam	stateYUW	0.054205
P. aeruginosa	beta_lactam	stateYVE	0.11194
P. aeruginosa	beta_lactam	stateZWS	0.094895
P. aeruginosa	cephalosporin	stateBFU	0.042592
P. aeruginosa	cephalosporin	stateCCZ	0.254458
P. aeruginosa	cephalosporin	stateCUX	0.094907
P. aeruginosa	cephalosporin	stateCWD	0.31383
P. aeruginosa	cephalosporin	stateCYL	0.466856
P. aeruginosa	cephalosporin	stateELN	0.131057
P. aeruginosa	cephalosporin	stateEPB	0.145514
P. aeruginosa	cephalosporin	stateERZ	0.089245
P. aeruginosa	cephalosporin	stateEVG	0.154505
P. aeruginosa	cephalosporin	stateGKW	0.115638
P. aeruginosa	cephalosporin	stateHMP	0.16
P. aeruginosa	cephalosporin	stateHQX	0.062533
P. aeruginosa	cephalosporin	stateIJE	0.385097
P. aeruginosa	cephalosporin	stateIWK	0.190971
P. aeruginosa	cephalosporin	stateJBF	0.147306
P. aeruginosa	cephalosporin	stateKFE	0.121098
P. aeruginosa	cephalosporin	stateLJC	0.197855
P. aeruginosa	cephalosporin	stateLMH	0.11746
P. aeruginosa	cephalosporin	stateLWR	0.262349
P. aeruginosa	cephalosporin	stateMMO	0.090659
P. aeruginosa	cephalosporin	stateNWF	0.211458
P. aeruginosa	cephalosporin	stateOUP	0.146597
P. aeruginosa	cephalosporin	statePIO	0.124551
P. aeruginosa	cephalosporin	statePJJ	0.120024
P. aeruginosa	cephalosporin	stateQES	0.165
P. aeruginosa	cephalosporin	stateRHV	0.336684
P. aeruginosa	cephalosporin	stateSHP	0.095236
P. aeruginosa	cephalosporin	stateSLZ	0.186054
P. aeruginosa	cephalosporin	stateSNB	0.107908
P. aeruginosa	cephalosporin	stateSTP	0.052118
P. aeruginosa	cephalosporin	stateTGK	0.100583
P. aeruginosa	cephalosporin	stateTMR	0.095589
P. aeruginosa	cephalosporin	stateTOE	0.06775
P. aeruginosa	cephalosporin	stateUEQ	0.07
P. aeruginosa	cephalosporin	stateUMX	0.181132
P. aeruginosa	cephalosporin	stateVIE	0.138487
P. aeruginosa	cephalosporin	stateVUS	0.167231
P. aeruginosa	cephalosporin	stateWFM	0.05
P. aeruginosa	cephalosporin	stateWPV	0.193664
P. aeruginosa	cephalosporin	stateXYX	0.245666
P. aeruginosa	cephalosporin	stateYJD	0.15
P. aeruginosa	cephalosporin	stateYUW	0.142638
P. aeruginosa	cephalosporin	stateYVE	0.165897
P. aeruginosa	cephalosporin	stateZWS	0.184722
P. aeruginosa	quinolone	stateBFU	0.17601
P. aeruginosa	quinolone	stateCCZ	0.277748
P. aeruginosa	quinolone	stateCUX	0.213569
P. aeruginosa	quinolone	stateCWD	0.215591
P. aeruginosa	quinolone	stateCYL	0.303471
P. aeruginosa	quinolone	stateELN	0.165577
P. aeruginosa	quinolone	stateEPB	0.191072
P. aeruginosa	quinolone	stateERZ	0.184006
P. aeruginosa	quinolone	stateEVG	0.218936
P. aeruginosa	quinolone	stateGKW	0.22779
P. aeruginosa	quinolone	stateHMP	0.24
P. aeruginosa	quinolone	stateHQX	0.168373
P. aeruginosa	quinolone	stateIJE	0.318718
P. aeruginosa	quinolone	stateIWK	0.3381
P. aeruginosa	quinolone	stateJBF	0.225228
P. aeruginosa	quinolone	stateKFE	0.176912
P. aeruginosa	quinolone	stateLJC	0.263386
P. aeruginosa	quinolone	stateLMH	0.189898
P. aeruginosa	quinolone	stateLWR	0.257563
P. aeruginosa	quinolone	stateMMO	0.220598
P. aeruginosa	quinolone	stateNWF	0.383505
P. aeruginosa	quinolone	stateOUP	0.305294
P. aeruginosa	quinolone	statePIO	0.211515
P. aeruginosa	quinolone	statePJJ	0.318765
P. aeruginosa	quinolone	stateQES	0.31
P. aeruginosa	quinolone	stateRHV	0.341124
P. aeruginosa	quinolone	stateSHP	0.246079
P. aeruginosa	quinolone	stateSLZ	0.234918
P. aeruginosa	quinolone	stateSNB	0.184331
P. aeruginosa	quinolone	stateSTP	0.234624
P. aeruginosa	quinolone	stateTGK	0.158417
P. aeruginosa	quinolone	stateTMR	0.223052
P. aeruginosa	quinolone	stateTOE	0.129918
P. aeruginosa	quinolone	stateUEQ	0.2
P. aeruginosa	quinolone	stateUMX	0.232315
P. aeruginosa	quinolone	stateVIE	0.218511
P. aeruginosa	quinolone	stateVUS	0.183758
P. aeruginosa	quinolone	stateWFM	0.24
P. aeruginosa	quinolone	stateWPV	0.365366
P. aeruginosa	quinolone	stateXYX	0.170451
P. aeruginosa	quinolone	stateYJD	0.36
P. aeruginosa	quinolone	stateYUW	0.30838
P. aeruginosa	quinolone	stateYVE	0.251745
P. aeruginosa	quinolone	stateZWS	0.373534
P. mirabilis	beta_lactam	stateBFU	0.131143
P. mirabilis	beta_lactam	stateCCZ	0.083983
P. mirabilis	beta_lactam	stateCUX	0.119683
P. mirabilis	beta_lactam	stateCWD	0.153333
P. mirabilis	beta_lactam	stateCYL	0.113582
P. mirabilis	beta_lactam	stateELN	0.015423
P. mirabilis	beta_lactam	stateEPB	0.128418
P. mirabilis	beta_lactam	stateERZ	0.123122
P. mirabilis	beta_lactam	stateEVG	0.094995
P. mirabilis	beta_lactam	stateGKW	0.062134
P. mirabilis	beta_lactam	stateHQX	0.257933
P. mirabilis	beta_lactam	stateIJE	0.086119
P. mirabilis	beta_lactam	stateIWK	0.066615
P. mirabilis	beta_lactam	stateJBF	0.114392
P. mirabilis	beta_lactam	stateKFE	0.109779
P. mirabilis	beta_lactam	stateLJC	0.076834
P. mirabilis	beta_lactam	stateLMH	0.114225
P. mirabilis	beta_lactam	stateLWR	0.192978
P. mirabilis	beta_lactam	stateMMO	0.167571
P. mirabilis	beta_lactam	stateNWF	0.022467
P. mirabilis	beta_lactam	stateOUP	0.146081
P. mirabilis	beta_lactam	statePIO	0.070799
P. mirabilis	beta_lactam	statePJJ	0.149298
P. mirabilis	beta_lactam	stateRHV	0.09531
P. mirabilis	beta_lactam	stateSHP	0.045208
P. mirabilis	beta_lactam	stateSLZ	0.076364
P. mirabilis	beta_lactam	stateSNB	0.103819
P. mirabilis	beta_lactam	stateSTP	0.106789
P. mirabilis	beta_lactam	stateTGK	0.023286
P. mirabilis	beta_lactam	stateTMR	0.065522
P. mirabilis	beta_lactam	stateTOE	0.068501
P. mirabilis	beta_lactam	stateUEQ	0.066667
P. mirabilis	beta_lactam	stateUMX	0.125257
P. mirabilis	beta_lactam	stateVIE	0.096851
P. mirabilis	beta_lactam	stateVUS	0.067855
P. mirabilis	beta_lactam	stateWFM	0.16
P. mirabilis	beta_lactam	stateWPV	0.110514
P. mirabilis	beta_lactam	stateXYX	0.071739
P. mirabilis	beta_lactam	stateYJD	0.21
P. mirabilis	beta_lactam	stateYUW	0.073017
P. mirabilis	beta_lactam	stateYVE	0.097167
P. mirabilis	beta_lactam	stateZWS	0.125817
P. mirabilis	cephalosporin	stateBFU	0.2104
P. mirabilis	cephalosporin	stateCCZ	0.077874
P. mirabilis	cephalosporin	stateCUX	0.17822
P. mirabilis	cephalosporin	stateCWD	0.1575
P. mirabilis	cephalosporin	stateCYL	0.085547
P. mirabilis	cephalosporin	stateELN	0.002514
P. mirabilis	cephalosporin	stateEPB	0.180157
P. mirabilis	cephalosporin	stateERZ	0.152348
P. mirabilis	cephalosporin	stateEVG	0.052768
P. mirabilis	cephalosporin	stateGKW	0.050087
P. mirabilis	cephalosporin	stateHQX	0.24871
P. mirabilis	cephalosporin	stateIJE	0.089118
P. mirabilis	cephalosporin	stateIWK	0.071512
P. mirabilis	cephalosporin	stateJBF	0.11712
P. mirabilis	cephalosporin	stateKFE	0.036095
P. mirabilis	cephalosporin	stateLJC	0.070308
P. mirabilis	cephalosporin	stateLMH	0.059777
P. mirabilis	cephalosporin	stateLWR	0.05825
P. mirabilis	cephalosporin	stateMMO	0.059843
P. mirabilis	cephalosporin	stateNWF	0.023556
P. mirabilis	cephalosporin	stateOUP	0.102525
P. mirabilis	cephalosporin	statePIO	0.105351
P. mirabilis	cephalosporin	statePJJ	0.07478
P. mirabilis	cephalosporin	stateRHV	0.05011
P. mirabilis	cephalosporin	stateSHP	0.049331
P. mirabilis	cephalosporin	stateSLZ	0.04749
P. mirabilis	cephalosporin	stateSNB	0.04076
P. mirabilis	cephalosporin	stateSTP	0.033103
P. mirabilis	cephalosporin	stateTGK	0.042535
P. mirabilis	cephalosporin	stateTMR	0.024209
P. mirabilis	cephalosporin	stateTOE	0.038648
P. mirabilis	cephalosporin	stateUEQ	0.066667
P. mirabilis	cephalosporin	stateUMX	0.108283
P. mirabilis	cephalosporin	stateVIE	0.058614
P. mirabilis	cephalosporin	stateVUS	0.012178
P. mirabilis	cephalosporin	stateWFM	0.073333
P. mirabilis	cephalosporin	stateWPV	0.048922
P. mirabilis	cephalosporin	stateXYX	0.057444
P. mirabilis	cephalosporin	stateYJD	0.023333
P. mirabilis	cephalosporin	stateYUW	0.028886
P. mirabilis	cephalosporin	stateYVE	0.056935
P. mirabilis	cephalosporin	stateZWS	0.054403
P. mirabilis	nitrofurantoin	stateCCZ	0.990412
P. mirabilis	nitrofurantoin	stateCUX	0.99
P. mirabilis	nitrofurantoin	stateCYL	0.99
P. mirabilis	nitrofurantoin	stateELN	1
P. mirabilis	nitrofurantoin	stateEPB	0.929591
P. mirabilis	nitrofurantoin	stateERZ	0.99
P. mirabilis	nitrofurantoin	stateGKW	0.99
P. mirabilis	nitrofurantoin	stateHQX	0.99
P. mirabilis	nitrofurantoin	stateIJE	0.987435
P. mirabilis	nitrofurantoin	stateIWK	0.99
P. mirabilis	nitrofurantoin	stateJBF	0.99
P. mirabilis	nitrofurantoin	stateKFE	0.99
P. mirabilis	nitrofurantoin	stateLJC	0.401755
P. mirabilis	nitrofurantoin	stateLMH	1
P. mirabilis	nitrofurantoin	stateLWR	0.99
P. mirabilis	nitrofurantoin	stateMMO	0.995074
P. mirabilis	nitrofurantoin	stateOUP	0.99
P. mirabilis	nitrofurantoin	statePIO	0.99
P. mirabilis	nitrofurantoin	statePJJ	0.99
P. mirabilis	nitrofurantoin	stateSHP	0.99865
P. mirabilis	nitrofurantoin	stateSLZ	0.99
P. mirabilis	nitrofurantoin	stateSNB	0.566798
P. mirabilis	nitrofurantoin	stateSTP	0.544168
P. mirabilis	nitrofurantoin	stateTMR	0.990899
P. mirabilis	nitrofurantoin	stateTOE	0.99
P. mirabilis	nitrofurantoin	stateUMX	0.992537
P. mirabilis	nitrofurantoin	stateVIE	0.991731
P. mirabilis	nitrofurantoin	stateVUS	0.99
P. mirabilis	nitrofurantoin	stateWPV	0.99033
P. mirabilis	nitrofurantoin	stateXYX	0.99
P. mirabilis	nitrofurantoin	stateYJD	0.99
P. mirabilis	nitrofurantoin	stateYUW	0.997331
P. mirabilis	nitrofurantoin	stateYVE	0.990707
P. mirabilis	nitrofurantoin	stateZWS	0.989931
P. mirabilis	quinolone	stateBFU	0.226857
P. mirabilis	quinolone	stateCCZ	0.293106
P. mirabilis	quinolone	stateCUX	0.242472
P. mirabilis	quinolone	stateCWD	0.235
P. mirabilis	quinolone	stateCYL	0.399104
P. mirabilis	quinolone	stateELN	0.046687
P. mirabilis	quinolone	stateEPB	0.262733
P. mirabilis	quinolone	stateERZ	0.406871
P. mirabilis	quinolone	stateEVG	0.164159
P. mirabilis	quinolone	stateGKW	0.348033
P. mirabilis	quinolone	stateHQX	0.334231
P. mirabilis	quinolone	stateIJE	0.351527
P. mirabilis	quinolone	stateIWK	0.241276
P. mirabilis	quinolone	stateJBF	0.200239
P. mirabilis	quinolone	stateKFE	0.199646
P. mirabilis	quinolone	stateLJC	0.189704
P. mirabilis	quinolone	stateLMH	0.304613
P. mirabilis	quinolone	stateLWR	0.3588
P. mirabilis	quinolone	stateMMO	0.304
P. mirabilis	quinolone	stateNWF	0.088562
P. mirabilis	quinolone	stateOUP	0.303867
P. mirabilis	quinolone	statePIO	0.168525
P. mirabilis	quinolone	statePJJ	0.427305
P. mirabilis	quinolone	stateRHV	0.232868
P. mirabilis	quinolone	stateSHP	0.164804
P. mirabilis	quinolone	stateSLZ	0.202315
P. mirabilis	quinolone	stateSNB	0.215771
P. mirabilis	quinolone	stateSTP	0.358503
P. mirabilis	quinolone	stateTGK	0.09169
P. mirabilis	quinolone	stateTMR	0.206913
P. mirabilis	quinolone	stateTOE	0.288222
P. mirabilis	quinolone	stateUEQ	0.175
P. mirabilis	quinolone	stateUMX	0.287475
P. mirabilis	quinolone	stateVIE	0.247498
P. mirabilis	quinolone	stateVUS	0.176733
P. mirabilis	quinolone	stateWFM	0.34
P. mirabilis	quinolone	stateWPV	0.57761
P. mirabilis	quinolone	stateXYX	0.256326
P. mirabilis	quinolone	stateYJD	0.44
P. mirabilis	quinolone	stateYUW	0.405106
P. mirabilis	quinolone	stateYVE	0.220059
P. mirabilis	quinolone	stateZWS	0.646113
P. mirabilis	tmpsmx	stateBFU	0.229371
P. mirabilis	tmpsmx	stateCCZ	0.269753
P. mirabilis	tmpsmx	stateCUX	0.243598
P. mirabilis	tmpsmx	stateCWD	0.17
P. mirabilis	tmpsmx	stateCYL	0.275672
P. mirabilis	tmpsmx	stateELN	0.12226
P. mirabilis	tmpsmx	stateEPB	0.278188
P. mirabilis	tmpsmx	stateERZ	0.288816
P. mirabilis	tmpsmx	stateEVG	0.180222
P. mirabilis	tmpsmx	stateGKW	0.263054
P. mirabilis	tmpsmx	stateHQX	0.337356
P. mirabilis	tmpsmx	stateIJE	0.318567
P. mirabilis	tmpsmx	stateIWK	0.22465
P. mirabilis	tmpsmx	stateJBF	0.2029
P. mirabilis	tmpsmx	stateKFE	0.250309
P. mirabilis	tmpsmx	stateLJC	0.130962
P. mirabilis	tmpsmx	stateLMH	0.349859
P. mirabilis	tmpsmx	stateLWR	0.338933
P. mirabilis	tmpsmx	stateMMO	0.299208
P. mirabilis	tmpsmx	stateNWF	0.080693
P. mirabilis	tmpsmx	stateOUP	0.320387
P. mirabilis	tmpsmx	statePIO	0.15463
P. mirabilis	tmpsmx	statePJJ	0.371292
P. mirabilis	tmpsmx	stateRHV	0.16062
P. mirabilis	tmpsmx	stateSHP	0.14255
P. mirabilis	tmpsmx	stateSLZ	0.146006
P. mirabilis	tmpsmx	stateSNB	0.192579
P. mirabilis	tmpsmx	stateSTP	0.252668
P. mirabilis	tmpsmx	stateTGK	0.098873
P. mirabilis	tmpsmx	stateTMR	0.155259
P. mirabilis	tmpsmx	stateTOE	0.240317
P. mirabilis	tmpsmx	stateUEQ	0.13
P. mirabilis	tmpsmx	stateUMX	0.303125
P. mirabilis	tmpsmx	stateVIE	0.176707
P. mirabilis	tmpsmx	stateVUS	0.163317
P. mirabilis	tmpsmx	stateWFM	0.24
P. mirabilis	tmpsmx	stateWPV	0.483104
P. mirabilis	tmpsmx	stateXYX	0.230949
P. mirabilis	tmpsmx	stateYJD	0.4
P. mirabilis	tmpsmx	stateYUW	0.293967
P. mirabilis	tmpsmx	stateYVE	0.187669
P. mirabilis	tmpsmx	stateZWS	0.434778
S. aureus	beta_lactam	stateBFU	0.528805
S. aureus	beta_lactam	stateCCZ	0.56129
S. aureus	beta_lactam	stateCUX	0.571366
S. aureus	beta_lactam	stateCWD	0.500862
S. aureus	beta_lactam	stateCYL	0.790046
S. aureus	beta_lactam	stateELN	0.260081
S. aureus	beta_lactam	stateEPB	0.516378
S. aureus	beta_lactam	stateERZ	0.49508
S. aureus	beta_lactam	stateEVG	0.373527
S. aureus	beta_lactam	stateGKW	0.586357
S. aureus	beta_lactam	stateHQX	0.338666
S. aureus	beta_lactam	stateIJE	0.758899
S. aureus	beta_lactam	stateIWK	0.469011
S. aureus	beta_lactam	stateJBF	0.313977
S. aureus	beta_lactam	stateKFE	0.586354
S. aureus	beta_lactam	stateLJC	0.49571
S. aureus	beta_lactam	stateLMH	0.458256
S. aureus	beta_lactam	stateLWR	0.447547
S. aureus	beta_lactam	stateMMO	0.649074
S. aureus	beta_lactam	stateNWF	0.663579
S. aureus	beta_lactam	stateOUP	0.475013
S. aureus	beta_lactam	statePIO	0.348117
S. aureus	beta_lactam	statePJJ	0.212455
S. aureus	beta_lactam	stateQES	0.64
S. aureus	beta_lactam	stateRHV	0.686341
S. aureus	beta_lactam	stateSHP	0.430761
S. aureus	beta_lactam	stateSLZ	0.515103
S. aureus	beta_lactam	stateSNB	0.385314
S. aureus	beta_lactam	stateSTP	0.476864
S. aureus	beta_lactam	stateTGK	0.513666
S. aureus	beta_lactam	stateTMR	0.677363
S. aureus	beta_lactam	stateTOE	0.621797
S. aureus	beta_lactam	stateUEQ	0.444984
S. aureus	beta_lactam	stateUMX	0.491462
S. aureus	beta_lactam	stateVIE	0.618397
S. aureus	beta_lactam	stateVUS	0.58982
S. aureus	beta_lactam	stateWFM	0.37
S. aureus	beta_lactam	stateWPV	0.672127
S. aureus	beta_lactam	stateXYX	0.536015
S. aureus	beta_lactam	stateYJD	0.606015
S. aureus	beta_lactam	stateYUW	0.33884
S. aureus	beta_lactam	stateYVE	0.548599
S. aureus	beta_lactam	stateZWS	0.726646
S. aureus	cephalosporin	stateCCZ	0.4777
S. aureus	cephalosporin	stateCUX	0.25099
S. aureus	cephalosporin	stateCYL	0.418126
S. aureus	cephalosporin	stateELN	0.320191
S. aureus	cephalosporin	stateEPB	0.219594
S. aureus	cephalosporin	stateEVG	0.305938
S. aureus	cephalosporin	stateGKW	0.54039
S. aureus	cephalosporin	stateIJE	0.521187
S. aureus	cephalosporin	stateIWK	0.468152
S. aureus	cephalosporin	stateJBF	0.433064
S. aureus	cephalosporin	stateKFE	0.332347
S. aureus	cephalosporin	stateLJC	0.350635
S. aureus	cephalosporin	stateLMH	0.435725
S. aureus	cephalosporin	stateLWR	0.379866
S. aureus	cephalosporin	stateMMO	0.434376
S. aureus	cephalosporin	stateNWF	0.446502
S. aureus	cephalosporin	stateOUP	0.386771
S. aureus	cephalosporin	statePIO	0.431988
S. aureus	cephalosporin	statePJJ	0.132149
S. aureus	cephalosporin	stateQES	0.64
S. aureus	cephalosporin	stateRHV	0.649219
S. aureus	cephalosporin	stateSHP	0.298009
S. aureus	cephalosporin	stateSNB	0.309439
S. aureus	cephalosporin	stateSTP	2.73e-4
S. aureus	cephalosporin	stateTGK	0.404652
S. aureus	cephalosporin	stateTMR	0.3
S. aureus	cephalosporin	stateTOE	0.048544
S. aureus	cephalosporin	stateUMX	0.31296
S. aureus	cephalosporin	stateVIE	0.649034
S. aureus	cephalosporin	stateWFM	0.36
S. aureus	cephalosporin	stateWPV	0.365192
S. aureus	cephalosporin	stateXYX	0.437321
S. aureus	cephalosporin	stateYUW	0.3982
S. aureus	cephalosporin	stateYVE	0.382714
S. aureus	cephalosporin	stateZWS	0.526922
S. aureus	macrolide	stateBFU	0.367018
S. aureus	macrolide	stateCCZ	0.656755
S. aureus	macrolide	stateCUX	0.578801
S. aureus	macrolide	stateCWD	0.583163
S. aureus	macrolide	stateCYL	0.4
S. aureus	macrolide	stateELN	0.468177
S. aureus	macrolide	stateEPB	0.611213
S. aureus	macrolide	stateERZ	0.565807
S. aureus	macrolide	stateEVG	0.555266
S. aureus	macrolide	stateGKW	0.60338
S. aureus	macrolide	stateHQX	0.55
S. aureus	macrolide	stateIJE	0.63955
S. aureus	macrolide	stateIWK	0.620143
S. aureus	macrolide	stateJBF	0.515105
S. aureus	macrolide	stateKFE	0.498207
S. aureus	macrolide	stateLJC	0.594964
S. aureus	macrolide	stateLMH	0.590181
S. aureus	macrolide	stateLWR	0.544933
S. aureus	macrolide	stateMMO	0.503069
S. aureus	macrolide	stateNWF	0.595939
S. aureus	macrolide	stateOUP	0.545757
S. aureus	macrolide	statePIO	0.535522
S. aureus	macrolide	statePJJ	0.620949
S. aureus	macrolide	stateQES	0.75
S. aureus	macrolide	stateRHV	0.706956
S. aureus	macrolide	stateSHP	0.636486
S. aureus	macrolide	stateSLZ	0.655415
S. aureus	macrolide	stateSNB	0.574668
S. aureus	macrolide	stateSTP	0.355269
S. aureus	macrolide	stateTGK	0.522139
S. aureus	macrolide	stateTMR	0.493669
S. aureus	macrolide	stateTOE	0.467862
S. aureus	macrolide	stateUEQ	0.601986
S. aureus	macrolide	stateUMX	0.511749
S. aureus	macrolide	stateVIE	0.525469
S. aureus	macrolide	stateVUS	0.596188
S. aureus	macrolide	stateWPV	0.715167
S. aureus	macrolide	stateXYX	0.581683
S. aureus	macrolide	stateYUW	0.565914
S. aureus	macrolide	stateYVE	0.598713
S. aureus	macrolide	stateZWS	0.747732
S. aureus	nitrofurantoin	stateBFU	0.017558
S. aureus	nitrofurantoin	stateCCZ	0.003384
S. aureus	nitrofurantoin	stateCUX	0.001956
S. aureus	nitrofurantoin	stateCWD	0.006861
S. aureus	nitrofurantoin	stateCYL	0.003481
S. aureus	nitrofurantoin	stateELN	0
S. aureus	nitrofurantoin	stateEPB	0.004686
